smiles_monomer,smiles_polymer_DP2,smiles_polymer_DP3,smiles_polymer_DP6,smiles_polymer_DP18,num_monomers,mechanism,Glass_Transition,Melt_Temp,Cp_solid_slope,Cp_solid_intercept,Cp_liquid_slope,Cp_liquid_intercept,log10_ElongBreak,YoungMod,Tensile_Strength,Density,log10_Permeability_CH4,log10_Permeability_CO2,log10_Permeability_N2,log10_Permeability_O2,log10_Permeability_H2,log10_Permeability_H2O
Nc1ccc(C(c2ccc(N)cc2)(C(F)(F)F)C(F)(F)F)cc1.O=C(c1cccc(C(=O)c2ccc3c(c2)C(=O)OC3=O)c1)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(C(c2ccc(N3C(=O)c4ccc(C(=O)c5cccc(C(=O)c6ccc7c(c6)C(=O)OC7=O)c5)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,Nc1ccc(C(c2ccc(N3C(=O)c4ccc(C(=O)c5cccc(C(=O)c6ccc7c(c6)C(=O)N(c6ccc(C(c8ccc(N)cc8)(C(F)(F)F)C(F)(F)F)cc6)C7=O)c5)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,Nc1ccc(C(c2ccc(N3C(=O)c4ccc(C(=O)c5cccc(C(=O)c6ccc7c(c6)C(=O)N(c6ccc(C(c8ccc(N9C(=O)c%10ccc(C(=O)c%11cccc(C(=O)c%12ccc%13c(c%12)C(=O)N(c%12ccc(C(c%14ccc(N%15C(=O)c%16ccc(C(=O)c%17cccc(C(=O)c%18ccc%19c(c%18)C(=O)OC%19=O)c%17)cc%16C%15=O)cc%14)(C(F)(F)F)C(F)(F)F)cc%12)C%13=O)c%11)cc%10C9=O)cc8)(C(F)(F)F)C(F)(F)F)cc6)C7=O)c5)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,Nc1ccc(C(c2ccc(N3C(=O)c4ccc(C(=O)c5cccc(C(=O)c6ccc7c(c6)C(=O)N(c6ccc(C(c8ccc(N9C(=O)c%10ccc(C(=O)c%11cccc(C(=O)c%12ccc%13c(c%12)C(=O)N(c%12ccc(C(c%14ccc(N%15C(=O)c%16ccc(C(=O)c%17cccc(C(=O)c%18ccc%19c(c%18)C(=O)N(c%18ccc(C(c%20ccc(N%21C(=O)c%22ccc(C(=O)c%23cccc(C(=O)c%24ccc%25c(c%24)C(=O)N(c%24ccc(C(c%26ccc(N%27C(=O)c%28ccc(C(=O)c%29cccc(C(=O)c%30ccc%31c(c%30)C(=O)N(c%30ccc(C(c%32ccc(N%33C(=O)c%34ccc(C(=O)c%35cccc(C(=O)c%36ccc%37c(c%36)C(=O)N(c%36ccc(C(c%38ccc(N%39C(=O)c%40ccc(C(=O)c%41cccc(C(=O)c%42ccc%43c(c%42)C(=O)N(c%42ccc(C(c%44ccc(N%45C(=O)c%46ccc(C(=O)c%47cccc(C(=O)c%48ccc%49c(c%48)C(=O)N(c%48ccc(C(c%50ccc(N%51C(=O)c%52ccc(C(=O)c%53cccc(C(=O)c%54ccc%55c(c%54)C(=O)OC%55=O)c%53)cc%52C%51=O)cc%50)(C(F)(F)F)C(F)(F)F)cc%48)C%49=O)c%47)cc%46C%45=O)cc%44)(C(F)(F)F)C(F)(F)F)cc%42)C%43=O)c%41)cc%40C%39=O)cc%38)(C(F)(F)F)C(F)(F)F)cc%36)C%37=O)c%35)cc%34C%33=O)cc%32)(C(F)(F)F)C(F)(F)F)cc%30)C%31=O)c%29)cc%28C%27=O)cc%26)(C(F)(F)F)C(F)(F)F)cc%24)C%25=O)c%23)cc%22C%21=O)cc%20)(C(F)(F)F)C(F)(F)F)cc%18)C%19=O)c%17)cc%16C%15=O)cc%14)(C(F)(F)F)C(F)(F)F)cc%12)C%13=O)c%11)cc%10C9=O)cc8)(C(F)(F)F)C(F)(F)F)cc6)C7=O)c5)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,2,imide,253,,,,,,,1417,,1.401,-1,0.6127838567,-0.920818754,0.02530586526,,
CC(C)(c1ccc(N)cc1)c1ccc(N)cc1.O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,CC(C)(c1ccc(N)cc1)c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)OC5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,CC(C)(c1ccc(N)cc1)c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(C(C)(C)c6ccc(N)cc6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,CC(C)(c1ccc(N)cc1)c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(C(C)(C)c6ccc(N7C(=O)c8ccc(C(c9ccc%10c(c9)C(=O)N(c9ccc(C(C)(C)c%11ccc(N%12C(=O)c%13ccc(C(c%14ccc%15c(c%14)C(=O)OC%15=O)(C(F)(F)F)C(F)(F)F)cc%13C%12=O)cc%11)cc9)C%10=O)(C(F)(F)F)C(F)(F)F)cc8C7=O)cc6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,CC(C)(c1ccc(N)cc1)c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(C(C)(C)c6ccc(N7C(=O)c8ccc(C(c9ccc%10c(c9)C(=O)N(c9ccc(C(C)(C)c%11ccc(N%12C(=O)c%13ccc(C(c%14ccc%15c(c%14)C(=O)N(c%14ccc(C(C)(C)c%16ccc(N%17C(=O)c%18ccc(C(c%19ccc%20c(c%19)C(=O)N(c%19ccc(C(C)(C)c%21ccc(N%22C(=O)c%23ccc(C(c%24ccc%25c(c%24)C(=O)N(c%24ccc(C(C)(C)c%26ccc(N%27C(=O)c%28ccc(C(c%29ccc%30c(c%29)C(=O)N(c%29ccc(C(C)(C)c%31ccc(N%32C(=O)c%33ccc(C(c%34ccc%35c(c%34)C(=O)N(c%34ccc(C(C)(C)c%36ccc(N%37C(=O)c%38ccc(C(c%39ccc%40c(c%39)C(=O)N(c%39ccc(C(C)(C)c%41ccc(N%42C(=O)c%43ccc(C(c%44ccc%45c(c%44)C(=O)OC%45=O)(C(F)(F)F)C(F)(F)F)cc%43C%42=O)cc%41)cc%39)C%40=O)(C(F)(F)F)C(F)(F)F)cc%38C%37=O)cc%36)cc%34)C%35=O)(C(F)(F)F)C(F)(F)F)cc%33C%32=O)cc%31)cc%29)C%30=O)(C(F)(F)F)C(F)(F)F)cc%28C%27=O)cc%26)cc%24)C%25=O)(C(F)(F)F)C(F)(F)F)cc%23C%22=O)cc%21)cc%19)C%20=O)(C(F)(F)F)C(F)(F)F)cc%18C%17=O)cc%16)cc%14)C%15=O)(C(F)(F)F)C(F)(F)F)cc%13C%12=O)cc%11)cc9)C%10=O)(C(F)(F)F)C(F)(F)F)cc8C7=O)cc6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,2,imide,295,,,,,,,,,1.3565,-0.2576677176,1.401400541,0.1760912591,0.8750612634,,
C=CC(=O)OCCC#N,N#CCCOC(=O)CCCCC(=O)OCCC#N,CC(C(=O)OCCC#N)C(CCCC(=O)OCCC#N)C(=O)OCCC#N,CC(C(=O)OCCC#N)C(CCC(CC(C(=O)OCCC#N)C(CCCC(=O)OCCC#N)C(=O)OCCC#N)C(=O)OCCC#N)C(=O)OCCC#N,N#CCCOC(=O)CCCC(C(=O)OCCC#N)C(CC(CCC(CC(CC(C(=O)OCCC#N)C(CC(CC(CC(CCC(CC(CC(CC(CC(CC(CCC(=O)OCCC#N)C(=O)OCCC#N)C(=O)OCCC#N)C(=O)OCCC#N)C(=O)OCCC#N)C(=O)OCCC#N)C(=O)OCCC#N)C(=O)OCCC#N)C(=O)OCCC#N)C(=O)OCCC#N)C(=O)OCCC#N)C(=O)OCCC#N)C(=O)OCCC#N)C(=O)OCCC#N)C(=O)OCCC#N,1,vinyl,4,,,,,,,,,1.405,,,,,,
C=C(C)C,CC(C)CC(C)(C)C,CC(C)CCC(C)(C)CC(C)C,CC(C)CC(C)(C)CCC(C)(C)CC(C)(C)CC(C)(C)CC(C)C,CC(C)(C)CC(C)(C)CC(C)(C)CC(C)(C)CC(C)(C)CC(C)(C)CC(C)(C)C(C)(C)CC(C)(C)CCC(C)(C)C(C)(C)CCC(C)(C)CC(C)(C)CC(C)(C)C(C)(C)CC(C)(C)CCC(C)(C)C(C)(C)C,1,vinyl,-71.65,44,0.32625,-0.449,0.2423,36.71,,,,0.875,,,,,,
O=C(O)c1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1C(=O)O.CC1(C)CC2(CC(C)(C)c3cc(Oc4ccc(-c5ccc(N)cc5)cc4C(F)(F)F)ccc32)c2ccc(Oc3ccc(-c4ccc(N)cc4)cc3C(F)(F)F)cc21,CC1(C)CC2(CC(C)(C)c3cc(Oc4ccc(-c5ccc(NC(=O)c6ccc(Oc7ccc(C(=O)O)c(C(=O)O)c7)cc6C(=O)O)cc5)cc4C(F)(F)F)ccc32)c2ccc(Oc3ccc(-c4ccc(N)cc4)cc3C(F)(F)F)cc21,CC1(C)CC2(CC(C)(C)c3cc(Oc4ccc(-c5ccc(NC(=O)c6ccc(Oc7ccc(C(=O)O)c(C(=O)Nc8ccc(-c9ccc(Oc%10ccc%11c(c%10)C(C)(C)CC%11%10CC(C)(C)c%11cc(Oc%12ccc(-c%13ccc(N)cc%13)cc%12C(F)(F)F)ccc%11%10)c(C(F)(F)F)c9)cc8)c7)cc6C(=O)O)cc5)cc4C(F)(F)F)ccc32)c2ccc(Oc3ccc(-c4ccc(N)cc4)cc3C(F)(F)F)cc21,CC1(C)CC2(CC(C)(C)c3cc(Oc4ccc(-c5ccc(NC(=O)c6cc(Oc7ccc(C(=O)O)c(C(=O)O)c7)ccc6C(=O)Nc6ccc(-c7ccc(Oc8ccc9c(c8)C(C)(C)CC98CC(C)(C)c9cc(Oc%10ccc(-c%11ccc(NC(=O)c%12cc(Oc%13ccc(C(=O)O)c(C(=O)O)c%13)ccc%12C(=O)Nc%12ccc(-c%13ccc(Oc%14ccc%15c(c%14)C(C)(C)CC%15%14CC(C)(C)c%15cc(Oc%16ccc(-c%17ccc(NC(=O)c%18ccc(Oc%19ccc(C(=O)O)c(C(=O)O)c%19)cc%18C(=O)O)cc%17)cc%16C(F)(F)F)ccc%15%14)c(C(F)(F)F)c%13)cc%12)cc%11)cc%10C(F)(F)F)ccc98)c(C(F)(F)F)c7)cc6)cc5)cc4C(F)(F)F)ccc32)c2ccc(Oc3ccc(-c4ccc(N)cc4)cc3C(F)(F)F)cc21,CC1(C)CC2(CC(C)(C)c3cc(Oc4ccc(-c5ccc(NC(=O)c6cc(Oc7ccc(C(=O)Nc8ccc(-c9ccc(Oc%10ccc%11c(c%10)C(C)(C)CC%11%10CC(C)(C)c%11cc(Oc%12ccc(-c%13ccc(NC(=O)c%14ccc(Oc%15ccc(C(=O)Nc%16ccc(-c%17ccc(Oc%18ccc%19c(c%18)C(C)(C)CC%19%18CC(C)(C)c%19cc(Oc%20ccc(-c%21ccc(NC(=O)c%22ccc(Oc%23ccc(C(=O)O)c(C(=O)O)c%23)cc%22C(=O)O)cc%21)cc%20C(F)(F)F)ccc%19%18)c(C(F)(F)F)c%17)cc%16)c(C(=O)O)c%15)cc%14C(=O)Nc%14ccc(-c%15ccc(Oc%16ccc%17c(c%16)C(C)(C)CC%17%16CC(C)(C)c%17cc(Oc%18ccc(-c%19ccc(NC(=O)c%20ccc(Oc%21ccc(C(=O)O)c(C(=O)Nc%22ccc(-c%23ccc(Oc%24ccc%25c(c%24)C(C)(C)CC%25%24CC(C)(C)c%25cc(Oc%26ccc(-c%27ccc(NC(=O)c%28cc(Oc%29ccc(C(=O)Nc%30ccc(-c%31ccc(Oc%32ccc%33c(c%32)C(C)(C)CC%33%32CC(C)(C)c%33cc(Oc%34ccc(-c%35ccc(NC(=O)c%36ccc(Oc%37ccc(C(=O)O)c(C(=O)O)c%37)cc%36C(=O)O)cc%35)cc%34C(F)(F)F)ccc%33%32)c(C(F)(F)F)c%31)cc%30)c(C(=O)Nc%30ccc(-c%31ccc(Oc%32ccc%33c(c%32)C(C)(C)CC%33%32CC(C)(C)c%33cc(Oc%34ccc(-c%35ccc(NC(=O)c%36ccc(Oc%37ccc(C(=O)O)c(C(=O)O)c%37)cc%36C(=O)O)cc%35)cc%34C(F)(F)F)ccc%33%32)c(C(F)(F)F)c%31)cc%30)c%29)ccc%28C(=O)O)cc%27)cc%26C(F)(F)F)ccc%25%24)c(C(F)(F)F)c%23)cc%22)c%21)cc%20C(=O)O)cc%19)cc%18C(F)(F)F)ccc%17%16)c(C(F)(F)F)c%15)cc%14)cc%13)cc%12C(F)(F)F)ccc%11%10)c(C(F)(F)F)c9)cc8)c(C(=O)Nc8ccc(-c9ccc(Oc%10ccc%11c(c%10)C(C)(C)CC%11%10CC(C)(C)c%11cc(Oc%12ccc(-c%13ccc(NC(=O)c%14ccc(Oc%15ccc(C(=O)O)c(C(=O)O)c%15)cc%14C(=O)O)cc%13)cc%12C(F)(F)F)ccc%11%10)c(C(F)(F)F)c9)cc8)c7)ccc6C(=O)Nc6ccc(-c7ccc(Oc8ccc9c(c8)C(C)(C)CC98CC(C)(C)c9cc(Oc%10ccc(-c%11ccc(NC(=O)c%12cc(Oc%13ccc(C(=O)O)c(C(=O)O)c%13)ccc%12C(=O)O)cc%11)cc%10C(F)(F)F)ccc98)c(C(F)(F)F)c7)cc6)cc5)cc4C(F)(F)F)ccc32)c2ccc(Oc3ccc(-c4ccc(N)cc4)cc3C(F)(F)F)cc21,2,amide,253,,,,,,0.4623979979,724,,1.39,-0.3872161433,1.354876423,0.04921802267,1.116275588,,
OCCO.O=C(O)c1ccc(C(=O)O)cc1,O=C(O)c1ccc(C(=O)OCCO)cc1,O=C(OCCO)c1ccc(C(=O)OCCO)cc1,O=C(O)c1ccc(C(=O)OCCOC(=O)c2ccc(C(=O)OCCOC(=O)c3ccc(C(=O)OCCO)cc3)cc2)cc1,O=C(O)c1ccc(C(=O)OCCOC(=O)c2ccc(C(=O)OCCOC(=O)c3ccc(C(=O)OCCOC(=O)c4ccc(C(=O)OCCOC(=O)c5ccc(C(=O)OCCOC(=O)c6ccc(C(=O)OCCOC(=O)c7ccc(C(=O)OCCOC(=O)c8ccc(C(=O)OCCOC(=O)c9ccc(C(=O)OCCO)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,2,ester,70.425,270,,,0.282,237,,2500,39,1.344,,-0.7447274949,-2.305394801,-1.657577319,,2.582814997
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl.CC(C)(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,CC(C)(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N)c(Cl)c3)cc1Cl)C2=O,CC(C)(c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N)c(Cl)c3)cc1Cl)C2=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N)c(Cl)c3)cc1Cl)C2=O,CC(C)(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(C)(C)c6ccc7c(c6)C(=O)N(c6ccc(Cc8ccc(N9C(=O)c%10ccc(C(C)(C)c%11ccc%12c(c%11)C(=O)N(c%11ccc(Cc%13ccc(N)c(Cl)c%13)cc%11Cl)C%12=O)cc%10C9=O)c(Cl)c8)cc6Cl)C7=O)cc5C4=O)c(Cl)c3)cc1Cl)C2=O,CC(C)(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(C)(C)c6ccc7c(c6)C(=O)N(c6ccc(Cc8ccc(N9C(=O)c%10ccc(C(C)(C)c%11ccc%12c(c%11)C(=O)N(c%11ccc(Cc%13ccc(N%14C(=O)c%15ccc(C(C)(C)c%16ccc%17c(c%16)C(=O)N(c%16ccc(Cc%18ccc(N%19C(=O)c%20ccc(C(C)(C)c%21ccc%22c(c%21)C(=O)N(c%21ccc(Cc%23ccc(N%24C(=O)c%25ccc(C(C)(C)c%26ccc%27c(c%26)C(=O)N(c%26ccc(Cc%28ccc(N%29C(=O)c%30ccc(C(C)(C)c%31ccc%32c(c%31)C(=O)N(c%31ccc(Cc%33ccc(N%34C(=O)c%35ccc(C(C)(C)c%36ccc%37c(c%36)C(=O)N(c%36ccc(Cc%38ccc(N%39C(=O)c%40ccc(C(C)(C)c%41ccc%42c(c%41)C(=O)N(c%41ccc(Cc%43ccc(N)c(Cl)c%43)cc%41Cl)C%42=O)cc%40C%39=O)c(Cl)c%38)cc%36Cl)C%37=O)cc%35C%34=O)c(Cl)c%33)cc%31Cl)C%32=O)cc%30C%29=O)c(Cl)c%28)cc%26Cl)C%27=O)cc%25C%24=O)c(Cl)c%23)cc%21Cl)C%22=O)cc%20C%19=O)c(Cl)c%18)cc%16Cl)C%17=O)cc%15C%14=O)c(Cl)c%13)cc%11Cl)C%12=O)cc%10C9=O)c(Cl)c8)cc6Cl)C7=O)cc5C4=O)c(Cl)c3)cc1Cl)C2=O,2,imide,,,,,,,,,,1.43,,,,,,
C=Cc1cccc(C)c1,Cc1cccc(CCC(C)c2cccc(C)c2)c1,Cc1cccc(CCCC(c2cccc(C)c2)C(C)c2cccc(C)c2)c1,Cc1cccc(CCCC(CC(CC(c2cccc(C)c2)C(CC(C)c2cccc(C)c2)c2cccc(C)c2)c2cccc(C)c2)c2cccc(C)c2)c1,Cc1cccc(CCC(CCC(c2cccc(C)c2)C(CC(CC(CC(CC(CC(CC(CCC(CC(c2cccc(C)c2)C(CCC(c2cccc(C)c2)C(CC(CC(CC(C)c2cccc(C)c2)c2cccc(C)c2)c2cccc(C)c2)c2cccc(C)c2)c2cccc(C)c2)c2cccc(C)c2)c2cccc(C)c2)c2cccc(C)c2)c2cccc(C)c2)c2cccc(C)c2)c2cccc(C)c2)c2cccc(C)c2)c2cccc(C)c2)c2cccc(C)c2)c1,1,vinyl,96.925,215,,,,,,,,1.03,,,,,,
C=Cc1cc(F)ccc1F,CC(CCc1cc(F)ccc1F)c1cc(F)ccc1F,CC(CC(c1cc(F)ccc1F)C(C)c1cc(F)ccc1F)c1cc(F)ccc1F,Fc1ccc(F)c(CCC(CCC(CC(CC(CCc2cc(F)ccc2F)c2cc(F)ccc2F)c2cc(F)ccc2F)c2cc(F)ccc2F)c2cc(F)ccc2F)c1,CC(c1cc(F)ccc1F)C(CCC(CC(CC(CC(c1cc(F)ccc1F)C(CCC(c1cc(F)ccc1F)C(CC(CC(CC(CC(CCC(c1cc(F)ccc1F)C(CCC(c1cc(F)ccc1F)C(CCCc1cc(F)ccc1F)c1cc(F)ccc1F)c1cc(F)ccc1F)c1cc(F)ccc1F)c1cc(F)ccc1F)c1cc(F)ccc1F)c1cc(F)ccc1F)c1cc(F)ccc1F)c1cc(F)ccc1F)c1cc(F)ccc1F)c1cc(F)ccc1F)c1cc(F)ccc1F)c1cc(F)ccc1F,1,vinyl,100.925,,,,,,,,,0.96,,,,,,
COC(=O)C=CC(=O)OC,COC(=O)CC(C(=O)OC)C(CC(=O)OC)C(=O)OC,COC(=O)CC(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(CC(=O)OC)C(=O)OC,COC(=O)CC(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(CC(=O)OC)C(=O)OC,COC(=O)CC(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(C(=O)OC)C(CC(=O)OC)C(=O)OC,1,vinyl,96.675,,,,,,,,,1.25,,,,,,
Nc1ccc(Cc2ccc(N)cc2Cl)c(Cl)c1.O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,Nc1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)OC6=O)cc4C3=O)cc2Cl)c(Cl)c1,Nc1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(c5ccc(Cc7ccc(N)cc7Cl)c(Cl)c5)C6=O)cc4C3=O)cc2Cl)c(Cl)c1,Nc1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(c5ccc(Cc7ccc(N8C(=O)c9ccc(-c%10ccc%11c(c%10)C(=O)N(c%10ccc(Cc%12ccc(N%13C(=O)c%14ccc(-c%15ccc%16c(c%15)C(=O)OC%16=O)cc%14C%13=O)cc%12Cl)c(Cl)c%10)C%11=O)cc9C8=O)cc7Cl)c(Cl)c5)C6=O)cc4C3=O)cc2Cl)c(Cl)c1,Nc1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(c5ccc(Cc7ccc(N8C(=O)c9ccc(-c%10ccc%11c(c%10)C(=O)N(c%10ccc(Cc%12ccc(N%13C(=O)c%14ccc(-c%15ccc%16c(c%15)C(=O)N(c%15ccc(Cc%17ccc(N%18C(=O)c%19ccc(-c%20ccc%21c(c%20)C(=O)N(c%20ccc(Cc%22ccc(N%23C(=O)c%24ccc(-c%25ccc%26c(c%25)C(=O)N(c%25ccc(Cc%27ccc(N%28C(=O)c%29ccc(-c%30ccc%31c(c%30)C(=O)N(c%30ccc(Cc%32ccc(N%33C(=O)c%34ccc(-c%35ccc%36c(c%35)C(=O)N(c%35ccc(Cc%37ccc(N%38C(=O)c%39ccc(-c%40ccc%41c(c%40)C(=O)N(c%40ccc(Cc%42ccc(N%43C(=O)c%44ccc(-c%45ccc%46c(c%45)C(=O)OC%46=O)cc%44C%43=O)cc%42Cl)c(Cl)c%40)C%41=O)cc%39C%38=O)cc%37Cl)c(Cl)c%35)C%36=O)cc%34C%33=O)cc%32Cl)c(Cl)c%30)C%31=O)cc%29C%28=O)cc%27Cl)c(Cl)c%25)C%26=O)cc%24C%23=O)cc%22Cl)c(Cl)c%20)C%21=O)cc%19C%18=O)cc%17Cl)c(Cl)c%15)C%16=O)cc%14C%13=O)cc%12Cl)c(Cl)c%10)C%11=O)cc9C8=O)cc7Cl)c(Cl)c5)C6=O)cc4C3=O)cc2Cl)c(Cl)c1,2,imide,289,,,,,,,,,1.42,-2.259637311,-0.474955193,-1.970616222,-1.019088062,,
Nc1ccc(-c2ccc(N)cc2)cc1.O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)OC6=O)cc4C3=O)cc2)cc1,Nc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(-c7ccc(N)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,Nc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(-c7ccc(N8C(=O)c9ccc(C(=O)c%10ccc%11c(c%10)C(=O)N(c%10ccc(-c%12ccc(N%13C(=O)c%14ccc(C(=O)c%15ccc%16c(c%15)C(=O)OC%16=O)cc%14C%13=O)cc%12)cc%10)C%11=O)cc9C8=O)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,Nc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(-c7ccc(N8C(=O)c9ccc(C(=O)c%10ccc%11c(c%10)C(=O)N(c%10ccc(-c%12ccc(N%13C(=O)c%14ccc(C(=O)c%15ccc%16c(c%15)C(=O)N(c%15ccc(-c%17ccc(N%18C(=O)c%19ccc(C(=O)c%20ccc%21c(c%20)C(=O)N(c%20ccc(-c%22ccc(N%23C(=O)c%24ccc(C(=O)c%25ccc%26c(c%25)C(=O)N(c%25ccc(-c%27ccc(N%28C(=O)c%29ccc(C(=O)c%30ccc%31c(c%30)C(=O)N(c%30ccc(-c%32ccc(N%33C(=O)c%34ccc(C(=O)c%35ccc%36c(c%35)C(=O)N(c%35ccc(-c%37ccc(N%38C(=O)c%39ccc(C(=O)c%40ccc%41c(c%40)C(=O)N(c%40ccc(-c%42ccc(N%43C(=O)c%44ccc(C(=O)c%45ccc%46c(c%45)C(=O)OC%46=O)cc%44C%43=O)cc%42)cc%40)C%41=O)cc%39C%38=O)cc%37)cc%35)C%36=O)cc%34C%33=O)cc%32)cc%30)C%31=O)cc%29C%28=O)cc%27)cc%25)C%26=O)cc%24C%23=O)cc%22)cc%20)C%21=O)cc%19C%18=O)cc%17)cc%15)C%16=O)cc%14C%13=O)cc%12)cc%10)C%11=O)cc9C8=O)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,2,imide,344,,,,,,,,,1.356,,-1.101047592,,-1.645486991,,2.504708547
C=CC(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)CCC(C)C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)C(C)CC(C(=O)OCC(CC)CCCC)C(C)C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)CCCC(CC(CC(CC(CCC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)CCC(CCC(C(=O)OCC(CC)CCCC)C(CCC(CC(CC(CC(C(=O)OCC(CC)CCCC)C(CCC(CC(C(=O)OCC(CC)CCCC)C(CCC(CC(C(=O)OCC(CC)CCCC)C(CCC(C(=O)OCC(CC)CCCC)C(CC(C)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,1,vinyl,-50,,,,,,,,,0.965,,,,,,
