smiles_monomer,smiles_polymer_DP2,smiles_polymer_DP3,smiles_polymer_DP6,smiles_polymer_DP18,num_monomers,mechanism,Glass_Transition,Melt_Temp,Cp_solid_slope,Cp_solid_intercept,Cp_liquid_slope,Cp_liquid_intercept,log10_ElongBreak,YoungMod,Tensile_Strength,Density,log10_Permeability_CH4,log10_Permeability_CO2,log10_Permeability_N2,log10_Permeability_O2,log10_Permeability_H2,log10_Permeability_H2O
Nc1ccc(Cc2ccc(N)cc2)cc1.CC(C)(c1ccc(OC(=O)c2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(OC(=O)c2ccc3c(c2)C(=O)OC3=O)cc1,CC(C)(c1ccc(OC(=O)c2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Cc4ccc(N)cc4)cc2)C3=O)cc1,CC(C)(c1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Cc4ccc(N)cc4)cc2)C3=O)cc1)c1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Cc4ccc(N)cc4)cc2)C3=O)cc1,CC(C)(c1ccc(OC(=O)c2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Cc4ccc(N5C(=O)c6ccc(C(=O)Oc7ccc(C(C)(C)c8ccc(OC(=O)c9ccc%10c(c9)C(=O)N(c9ccc(Cc%11ccc(N%12C(=O)c%13ccc(C(=O)Oc%14ccc(C(C)(C)c%15ccc(OC(=O)c%16ccc%17c(c%16)C(=O)N(c%16ccc(Cc%18ccc(N)cc%18)cc%16)C%17=O)cc%15)cc%14)cc%13C%12=O)cc%11)cc9)C%10=O)cc8)cc7)cc6C5=O)cc4)cc2)C3=O)cc1,CC(C)(c1ccc(OC(=O)c2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Cc4ccc(N5C(=O)c6ccc(C(=O)Oc7ccc(C(C)(C)c8ccc(OC(=O)c9ccc%10c(c9)C(=O)N(c9ccc(Cc%11ccc(N%12C(=O)c%13ccc(C(=O)Oc%14ccc(C(C)(C)c%15ccc(OC(=O)c%16ccc%17c(c%16)C(=O)N(c%16ccc(Cc%18ccc(N%19C(=O)c%20ccc(C(=O)Oc%21ccc(C(C)(C)c%22ccc(OC(=O)c%23ccc%24c(c%23)C(=O)N(c%23ccc(Cc%25ccc(N%26C(=O)c%27ccc(C(=O)Oc%28ccc(C(C)(C)c%29ccc(OC(=O)c%30ccc%31c(c%30)C(=O)N(c%30ccc(Cc%32ccc(N%33C(=O)c%34ccc(C(=O)Oc%35ccc(C(C)(C)c%36ccc(OC(=O)c%37ccc%38c(c%37)C(=O)N(c%37ccc(Cc%39ccc(N%40C(=O)c%41ccc(C(=O)Oc%42ccc(C(C)(C)c%43ccc(OC(=O)c%44ccc%45c(c%44)C(=O)N(c%44ccc(Cc%46ccc(N%47C(=O)c%48ccc(C(=O)Oc%49ccc(C(C)(C)c%50ccc(OC(=O)c%51ccc%52c(c%51)C(=O)N(c%51ccc(Cc%53ccc(N%54C(=O)c%55ccc(C(=O)Oc%56ccc(C(C)(C)c%57ccc(OC(=O)c%58ccc%59c(c%58)C(=O)N(c%58ccc(Cc%60ccc(N)cc%60)cc%58)C%59=O)cc%57)cc%56)cc%55C%54=O)cc%53)cc%51)C%52=O)cc%50)cc%49)cc%48C%47=O)cc%46)cc%44)C%45=O)cc%43)cc%42)cc%41C%40=O)cc%39)cc%37)C%38=O)cc%36)cc%35)cc%34C%33=O)cc%32)cc%30)C%31=O)cc%29)cc%28)cc%27C%26=O)cc%25)cc%23)C%24=O)cc%22)cc%21)cc%20C%19=O)cc%18)cc%16)C%17=O)cc%15)cc%14)cc%13C%12=O)cc%11)cc9)C%10=O)cc8)cc7)cc6C5=O)cc4)cc2)C3=O)cc1,2,imide,,,,,,,,,,1.324,,,-1.3400838,-0.5331323796,0.6674529529,
Nc1ccc2c(c1)Cc1cc(N)ccc1-2.O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,Nc1ccc2c(c1)Cc1cc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)OC6=O)cc4C3=O)ccc1-2,Nc1ccc2c(c1)Cc1cc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc7c(c5)Cc5cc(N)ccc5-7)C6=O)cc4C3=O)ccc1-2,Nc1ccc2c(c1)Cc1cc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc7c(c5)Cc5cc(N8C(=O)c9ccc(C(=O)c%10ccc%11c(c%10)C(=O)N(c%10ccc%12c(c%10)Cc%10cc(N%13C(=O)c%14ccc(C(=O)c%15ccc%16c(c%15)C(=O)OC%16=O)cc%14C%13=O)ccc%10-%12)C%11=O)cc9C8=O)ccc5-7)C6=O)cc4C3=O)ccc1-2,Nc1ccc2c(c1)Cc1cc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc7c(c5)Cc5cc(N8C(=O)c9ccc(C(=O)c%10ccc%11c(c%10)C(=O)N(c%10ccc%12c(c%10)Cc%10cc(N%13C(=O)c%14ccc(C(=O)c%15ccc%16c(c%15)C(=O)N(c%15ccc%17c(c%15)Cc%15cc(N%18C(=O)c%19ccc(C(=O)c%20ccc%21c(c%20)C(=O)N(c%20ccc%22c(c%20)Cc%20cc(N%23C(=O)c%24ccc(C(=O)c%25ccc%26c(c%25)C(=O)N(c%25ccc%27c(c%25)Cc%25cc(N%28C(=O)c%29ccc(C(=O)c%30ccc%31c(c%30)C(=O)N(c%30ccc%32c(c%30)Cc%30cc(N%33C(=O)c%34ccc(C(=O)c%35ccc%36c(c%35)C(=O)N(c%35ccc%37c(c%35)Cc%35cc(N%38C(=O)c%39ccc(C(=O)c%40ccc%41c(c%40)C(=O)N(c%40ccc%42c(c%40)Cc%40cc(N%43C(=O)c%44ccc(C(=O)c%45ccc%46c(c%45)C(=O)OC%46=O)cc%44C%43=O)ccc%40-%42)C%41=O)cc%39C%38=O)ccc%35-%37)C%36=O)cc%34C%33=O)ccc%30-%32)C%31=O)cc%29C%28=O)ccc%25-%27)C%26=O)cc%24C%23=O)ccc%20-%22)C%21=O)cc%19C%18=O)ccc%15-%17)C%16=O)cc%14C%13=O)ccc%10-%12)C%11=O)cc9C8=O)ccc5-7)C6=O)cc4C3=O)ccc1-2,2,imide,333,,,,,,,,,1.43,,,,,,
C=Cc1ccc(Cl)cc1,CC(c1ccc(Cl)cc1)C(C)c1ccc(Cl)cc1,Clc1ccc(CCCC(CCc2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,CC(CC(CC(c1ccc(Cl)cc1)C(CCC(c1ccc(Cl)cc1)C(C)c1ccc(Cl)cc1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)c1ccc(Cl)cc1,CC(CC(CC(CC(CC(CC(CC(c1ccc(Cl)cc1)C(CCC(CC(c1ccc(Cl)cc1)C(CC(CC(CC(CC(CCC(c1ccc(Cl)cc1)C(CCCc1ccc(Cl)cc1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)c1ccc(Cl)cc1)c1ccc(Cl)cc1,1,vinyl,115.675,,,,,,,,,1.235,,,,,,
C[Si](C)(C)C1CC2C=CC1C2,C[Si](C)(C)C1CC2CC1CC2C1CC2CC1CC2[Si](C)(C)C,C[Si](C)(C)C1CC2CC1CC2C1C2CC(C1C1CC3CC1C([Si](C)(C)C)C3)C([Si](C)(C)C)C2,C[Si](C)(C)C1CC2CC1CC2C1C2CC(C1C1C3CC(CC3[Si](C)(C)C)C1C1C3CC(C1C1C4CC(CC4[Si](C)(C)C)C1C1CC4CC1C([Si](C)(C)C)C4)C([Si](C)(C)C)C3)C([Si](C)(C)C)C2,C[Si](C)(C)C1CC2CC1CC2C1C2CC(C1C1C3CC(C1C1C4CC(C1C1C5CC(CC5[Si](C)(C)C)C1C1C5CC(C1C1C6CC(CC6[Si](C)(C)C)C1C1C6CC(C1C1C7CC(C1C1C8CC(CC8[Si](C)(C)C)C1C1C8CC(C1C1C9CC(CC9[Si](C)(C)C)C1C1C9CC(CC9[Si](C)(C)C)C1C1C9CC(C1C1C%10CC(CC%10[Si](C)(C)C)C1C1C%10CC(CC%10[Si](C)(C)C)C1C1C%10CC(CC%10[Si](C)(C)C)C1C1CC%10CC1C([Si](C)(C)C)C%10)C([Si](C)(C)C)C9)C([Si](C)(C)C)C8)C([Si](C)(C)C)C7)C([Si](C)(C)C)C6)C([Si](C)(C)C)C5)C([Si](C)(C)C)C4)C([Si](C)(C)C)C3)C([Si](C)(C)C)C2,1,vinyl,113,,,,,,,,,0.92,1.278753601,2.146128036,0.9190780924,1.505149978,2.158362492,
C=CN1CCCC1=O,CC(C(C)N1CCCC1=O)N1CCCC1=O,O=C1CCCN1CCCC(CCN1CCCC1=O)N1CCCC1=O,CC(CC(CC(CC(CC(C(C)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O,CC(CC(C(CCC(C(CC(CCC(CC(CC(C(CC(CC(CCC(C(CCC(CC(CC(C(C)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O,1,vinyl,153.675,,,,,,,,,1.2,,,,,,
Cc1ccc(C(c2ccc(C)c(N)c2)(C(F)(F)F)C(F)(F)F)cc1N.O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,Cc1ccc(C(c2ccc(C)c(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)OC6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)cc1N,Cc1ccc(C(c2ccc(C)c(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5cc(C(c7ccc(C)c(N)c7)(C(F)(F)F)C(F)(F)F)ccc5C)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)cc1N,Cc1ccc(C(c2ccc(C)c(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5cc(C(c7ccc(C)c(N8C(=O)c9ccc(C(c%10ccc%11c(c%10)C(=O)N(c%10cc(C(c%12ccc(C)c(N%13C(=O)c%14ccc(C(c%15ccc%16c(c%15)C(=O)OC%16=O)(C(F)(F)F)C(F)(F)F)cc%14C%13=O)c%12)(C(F)(F)F)C(F)(F)F)ccc%10C)C%11=O)(C(F)(F)F)C(F)(F)F)cc9C8=O)c7)(C(F)(F)F)C(F)(F)F)ccc5C)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)cc1N,Cc1ccc(C(c2ccc(C)c(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5cc(C(c7ccc(C)c(N8C(=O)c9ccc(C(c%10ccc%11c(c%10)C(=O)N(c%10cc(C(c%12ccc(C)c(N%13C(=O)c%14ccc(C(c%15ccc%16c(c%15)C(=O)N(c%15cc(C(c%17ccc(C)c(N%18C(=O)c%19ccc(C(c%20ccc%21c(c%20)C(=O)N(c%20cc(C(c%22ccc(C)c(N%23C(=O)c%24ccc(C(c%25ccc%26c(c%25)C(=O)N(c%25cc(C(c%27ccc(C)c(N%28C(=O)c%29ccc(C(c%30ccc%31c(c%30)C(=O)N(c%30cc(C(c%32ccc(C)c(N%33C(=O)c%34ccc(C(c%35ccc%36c(c%35)C(=O)N(c%35cc(C(c%37ccc(C)c(N%38C(=O)c%39ccc(C(c%40ccc%41c(c%40)C(=O)N(c%40cc(C(c%42ccc(C)c(N%43C(=O)c%44ccc(C(c%45ccc%46c(c%45)C(=O)OC%46=O)(C(F)(F)F)C(F)(F)F)cc%44C%43=O)c%42)(C(F)(F)F)C(F)(F)F)ccc%40C)C%41=O)(C(F)(F)F)C(F)(F)F)cc%39C%38=O)c%37)(C(F)(F)F)C(F)(F)F)ccc%35C)C%36=O)(C(F)(F)F)C(F)(F)F)cc%34C%33=O)c%32)(C(F)(F)F)C(F)(F)F)ccc%30C)C%31=O)(C(F)(F)F)C(F)(F)F)cc%29C%28=O)c%27)(C(F)(F)F)C(F)(F)F)ccc%25C)C%26=O)(C(F)(F)F)C(F)(F)F)cc%24C%23=O)c%22)(C(F)(F)F)C(F)(F)F)ccc%20C)C%21=O)(C(F)(F)F)C(F)(F)F)cc%19C%18=O)c%17)(C(F)(F)F)C(F)(F)F)ccc%15C)C%16=O)(C(F)(F)F)C(F)(F)F)cc%14C%13=O)c%12)(C(F)(F)F)C(F)(F)F)ccc%10C)C%11=O)(C(F)(F)F)C(F)(F)F)cc9C8=O)c7)(C(F)(F)F)C(F)(F)F)ccc5C)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)cc1N,2,imide,266,,,,,,,,,1.422,,1.46686762,,,,
C=C(C)C(=O)NC(C)(C)C,CC(C)(C)NC(=O)C(C)(C)C(C)(C)C(=O)NC(C)(C)C,CC(CC(C)(CC(C)(C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C,CC(CCC(C)(C(=O)NC(C)(C)C)C(C)(CCC(C)(C(=O)NC(C)(C)C)C(C)(CC(C)(C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C,CC(CCC(C)(CC(C)(C(=O)NC(C)(C)C)C(C)(CC(C)(CCC(C)(CC(C)(CC(C)(CC(C)(CC(C)(CC(C)(C(=O)NC(C)(C)C)C(C)(CC(C)(CCC(C)(CC(C)(CC(C)(C(=O)NC(C)(C)C)C(C)(CCC(C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C,1,vinyl,159.925,,,,,,,,,1.02,,,,,,
Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N.O=C(Cc1ccc2c(c1)C(=O)OC2=O)Oc1ccc(C(c2ccc(OC(=O)Cc3ccc4c(c3)C(=O)OC4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,Cc1cc(-c2cc(C)c(N3C(=O)c4ccc(CC(=O)Oc5ccc(C(c6ccc(OC(=O)Cc7ccc8c(c7)C(=O)OC8=O)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4C3=O)c(C)c2)cc(C)c1N,Cc1cc(-c2cc(C)c(N3C(=O)c4ccc(CC(=O)Oc5ccc(C(c6ccc(OC(=O)Cc7ccc8c(c7)C(=O)N(c7c(C)cc(-c9cc(C)c(N)c(C)c9)cc7C)C8=O)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4C3=O)c(C)c2)cc(C)c1N,Cc1cc(-c2cc(C)c(N3C(=O)c4ccc(CC(=O)Oc5ccc(C(c6ccc(OC(=O)Cc7ccc8c(c7)C(=O)N(c7c(C)cc(-c9cc(C)c(N%10C(=O)c%11ccc(CC(=O)Oc%12ccc(C(c%13ccc(OC(=O)Cc%14ccc%15c(c%14)C(=O)N(c%14c(C)cc(-c%16cc(C)c(N%17C(=O)c%18ccc(CC(=O)Oc%19ccc(C(c%20ccc(OC(=O)Cc%21ccc%22c(c%21)C(=O)OC%22=O)cc%20)(C(F)(F)F)C(F)(F)F)cc%19)cc%18C%17=O)c(C)c%16)cc%14C)C%15=O)cc%13)(C(F)(F)F)C(F)(F)F)cc%12)cc%11C%10=O)c(C)c9)cc7C)C8=O)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4C3=O)c(C)c2)cc(C)c1N,Cc1cc(-c2cc(C)c(N3C(=O)c4ccc(CC(=O)Oc5ccc(C(c6ccc(OC(=O)Cc7ccc8c(c7)C(=O)N(c7c(C)cc(-c9cc(C)c(N%10C(=O)c%11ccc(CC(=O)Oc%12ccc(C(c%13ccc(OC(=O)Cc%14ccc%15c(c%14)C(=O)N(c%14c(C)cc(-c%16cc(C)c(N%17C(=O)c%18ccc(CC(=O)Oc%19ccc(C(c%20ccc(OC(=O)Cc%21ccc%22c(c%21)C(=O)N(c%21c(C)cc(-c%23cc(C)c(N%24C(=O)c%25ccc(CC(=O)Oc%26ccc(C(c%27ccc(OC(=O)Cc%28ccc%29c(c%28)C(=O)N(c%28c(C)cc(-c%30cc(C)c(N%31C(=O)c%32ccc(CC(=O)Oc%33ccc(C(c%34ccc(OC(=O)Cc%35ccc%36c(c%35)C(=O)N(c%35c(C)cc(-c%37cc(C)c(N%38C(=O)c%39ccc(CC(=O)Oc%40ccc(C(c%41ccc(OC(=O)Cc%42ccc%43c(c%42)C(=O)N(c%42c(C)cc(-c%44cc(C)c(N%45C(=O)c%46ccc(CC(=O)Oc%47ccc(C(c%48ccc(OC(=O)Cc%49ccc%50c(c%49)C(=O)N(c%49c(C)cc(-c%51cc(C)c(N%52C(=O)c%53ccc(CC(=O)Oc%54ccc(C(c%55ccc(OC(=O)Cc%56ccc%57c(c%56)C(=O)N(c%56c(C)cc(-c%58cc(C)c(N%59C(=O)c%60ccc(CC(=O)Oc%61ccc(C(c%62ccc(OC(=O)Cc%63ccc%64c(c%63)C(=O)OC%64=O)cc%62)(C(F)(F)F)C(F)(F)F)cc%61)cc%60C%59=O)c(C)c%58)cc%56C)C%57=O)cc%55)(C(F)(F)F)C(F)(F)F)cc%54)cc%53C%52=O)c(C)c%51)cc%49C)C%50=O)cc%48)(C(F)(F)F)C(F)(F)F)cc%47)cc%46C%45=O)c(C)c%44)cc%42C)C%43=O)cc%41)(C(F)(F)F)C(F)(F)F)cc%40)cc%39C%38=O)c(C)c%37)cc%35C)C%36=O)cc%34)(C(F)(F)F)C(F)(F)F)cc%33)cc%32C%31=O)c(C)c%30)cc%28C)C%29=O)cc%27)(C(F)(F)F)C(F)(F)F)cc%26)cc%25C%24=O)c(C)c%23)cc%21C)C%22=O)cc%20)(C(F)(F)F)C(F)(F)F)cc%19)cc%18C%17=O)c(C)c%16)cc%14C)C%15=O)cc%13)(C(F)(F)F)C(F)(F)F)cc%12)cc%11C%10=O)c(C)c9)cc7C)C8=O)cc6)(C(F)(F)F)C(F)(F)F)cc5)cc4C3=O)c(C)c2)cc(C)c1N,2,imide,,,,,,,,,,1.316,,,,0.2515165523,1.579783597,
OCCCCO.O=C(O)CCCCCCCCC(=O)O,O=C(O)CCCCCCCCC(=O)OCCCCO,O=C(CCCCCCCCC(=O)OCCCCO)OCCCCO,O=C(O)CCCCCCCCC(=O)OCCCCOC(=O)CCCCCCCCC(=O)OCCCCOC(=O)CCCCCCCCC(=O)OCCCCO,O=C(O)CCCCCCCCC(=O)OCCCCOC(=O)CCCCCCCCC(=O)OCCCCOC(=O)CCCCCCCCC(=O)OCCCCOC(=O)CCCCCCCCC(=O)OCCCCOC(=O)CCCCCCCCC(=O)OCCCCOC(=O)CCCCCCCCC(=O)OCCCCOC(=O)CCCCCCCCC(=O)OCCCCOC(=O)CCCCCCCCC(=O)OCCCCOC(=O)CCCCCCCCC(=O)OCCCCO,2,ester,6,104.5,,,,,,,,1.14,,,,,,
O=C(Cl)Cl.CCc1cc(C(C)(C)c2ccc(O)c(CC)c2)ccc1O,CCc1cc(C(C)(C)c2ccc(OC(=O)Cl)c(CC)c2)ccc1O,CCc1cc(C(C)(C)c2ccc(OC(=O)Cl)c(CC)c2)ccc1OC(=O)Cl,CCc1cc(C(C)(C)c2ccc(OC(=O)Oc3ccc(C(C)(C)c4ccc(OC(=O)Oc5ccc(C(C)(C)c6ccc(OC(=O)Cl)c(CC)c6)cc5CC)c(CC)c4)cc3CC)c(CC)c2)ccc1O,CCc1cc(C(C)(C)c2ccc(OC(=O)Oc3ccc(C(C)(C)c4ccc(OC(=O)Oc5ccc(C(C)(C)c6ccc(OC(=O)Oc7ccc(C(C)(C)c8ccc(OC(=O)Oc9ccc(C(C)(C)c%10ccc(OC(=O)Oc%11ccc(C(C)(C)c%12ccc(OC(=O)Oc%13ccc(C(C)(C)c%14ccc(OC(=O)Oc%15ccc(C(C)(C)c%16ccc(OC(=O)Oc%17ccc(C(C)(C)c%18ccc(OC(=O)Cl)c(CC)c%18)cc%17CC)c(CC)c%16)cc%15CC)c(CC)c%14)cc%13CC)c(CC)c%12)cc%11CC)c(CC)c%10)cc9CC)c(CC)c8)cc7CC)c(CC)c6)cc5CC)c(CC)c4)cc3CC)c(CC)c2)ccc1O,2,carbonate,65,,,,,,,,,1.128,,0.525044807,,-0.1426675036,,
C=C(C)C(=O)OCCOCC,CCOCCOC(=O)C(C)CC(C)(C)C(=O)OCCOCC,CCOCCOC(=O)C(C)CCC(C)(C(=O)OCCOCC)C(C)(C)C(=O)OCCOCC,CCOCCOC(=O)C(C)CCC(C)(C(=O)OCCOCC)C(C)(CCC(C)(C(=O)OCCOCC)C(C)(CC(C)(C)C(=O)OCCOCC)C(=O)OCCOCC)C(=O)OCCOCC,CCOCCOC(=O)C(C)CC(C)(CC(C)(CCC(C)(CC(C)(CC(C)(CC(C)(C(=O)OCCOCC)C(C)(CC(C)(CCC(C)(CC(C)(C(=O)OCCOCC)C(C)(CC(C)(CC(C)(CC(C)(CC(C)(CCC(C)(C(=O)OCCOCC)C(C)(C)C(=O)OCCOCC)C(=O)OCCOCC)C(=O)OCCOCC)C(=O)OCCOCC)C(=O)OCCOCC)C(=O)OCCOCC)C(=O)OCCOCC)C(=O)OCCOCC)C(=O)OCCOCC)C(=O)OCCOCC)C(=O)OCCOCC)C(=O)OCCOCC)C(=O)OCCOCC)C(=O)OCCOCC,1,vinyl,,,,,,,,,,1.09,,,,,,
OCCCCCCO.O=C(O)CCCCCCCCC(=O)O,O=C(O)CCCCCCCCC(=O)OCCCCCCO,O=C(CCCCCCCCC(=O)OCCCCCCO)OCCCCCCO,O=C(O)CCCCCCCCC(=O)OCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCO,O=C(O)CCCCCCCCC(=O)OCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCO,2,ester,-60.15,72.5,,,,,,,,1.03,,,,,,
C=C(C)C(=O)OCCC,CCCOC(=O)C(C)CCC(C)C(=O)OCCC,CCCOC(=O)C(C)CCC(C)(CC(C)C(=O)OCCC)C(=O)OCCC,CCCOC(=O)C(C)CC(C)(CCC(C)(C(=O)OCCC)C(C)(CCC(C)(C(=O)OCCC)C(C)(C)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC,CCCOC(=O)C(C)CCC(C)(C(=O)OCCC)C(C)(CCC(C)(C(=O)OCCC)C(C)(CCC(C)(C(=O)OCCC)C(C)(CCC(C)(CC(C)(CC(C)(C(=O)OCCC)C(C)(CCC(C)(CC(C)(C(=O)OCCC)C(C)(CCC(C)(C(=O)OCCC)C(C)(CCC(C)(C(=O)OCCC)C(C)(C)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC)C(=O)OCCC,1,vinyl,40.925,,,,,,,,,1.075,,,,,,
C=COC(=O)CCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OC(C)C(C)OC(=O)CCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OC(C)CC(OC(=O)CCCCCCCCCCCCCCCCC)C(C)OC(=O)CCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OC(C)CC(OC(=O)CCCCCCCCCCCCCCCCC)C(CCC(CC(OC(=O)CCCCCCCCCCCCCCCCC)C(C)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OCCC(CCC(CC(CC(OC(=O)CCCCCCCCCCCCCCCCC)C(CCC(OC(=O)CCCCCCCCCCCCCCCCC)C(CCC(OC(=O)CCCCCCCCCCCCCCCCC)C(CC(CC(CCC(CC(CC(OC(=O)CCCCCCCCCCCCCCCCC)C(CCC(CCOC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,1,vinyl,44.85,,,,,,,,,1,,,,,,
